P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,3.33,1.47,1.05,1.54,1.51,3804.741,3804.741,3804.742,2000.9,2000.9,2000.9,2040.3,2040.3,2040.3,3.5,-27.01,2.79,0.84,0.0169,0,0.02,0,0.91,1.06,5708,1.080252,-0.15,10.6,11.2,173,19.0453,50.2414,-35.7,34.1877,2,0,0.783,1.849,-2.44,-0.18,-1.08,0.27,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.21,2.35,1.56,3.67,2.93,18.59905,18.59905,18.59905,529.1,529.1,529.1,577.8,577.8,577.9,31.6,-22.23,4.46,45.29,0.241,0,0.24,0,0.91,1.06,5708,1.080252,-0.15,10.6,11.2,173,19.0453,50.2414,-29.9,2.3552,2,0,0.783,1.849,-2.02,-0.12,0.74,0.32,0.3,0,0
Hot,Terran,water-gas,no-atmosphere,non-habitable,1.9,1.8,0.33,0.59,1.03,136.4538,136.4539,136.4539,870.7,870.7,870.7,902.7,902.7,902.7,0.6,-23.82,3.42,10.3,0.091,0,0.09,0,0.95,1.1,5680,1.129974,0,8,13.7,,19.8078,41.9092,-32.1,6.4452,6,0,0.802,1.896,-2.3,1.29,-1.06,0.26,0.27,0,0
Hot,Superterran,rocky-water,metals-rich,non-habitable,6.87,2,0.86,1.72,1.85,462.8623,462.8623,462.8623,1181.7,1181.7,1181.7,1223.3,1223.3,1223.3,5.9,-25.38,3.8,3.5,0.0447,0,0.04,0,0.97,1.11,5383,0.924841,0.2,10,14,,19.8719,44.7464,-33.4,13.2391,3,0,0.738,1.761,-2.36,0.23,-0.69,0.29,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.76,2.22,1.45,3.21,2.67,84.57508,84.57508,84.5751,772.6,772.6,772.6,820,820,820,22.8,-23.75,4.22,9.29,0.085,0,0.09,0,0.94,0.85,5541,0.611055,-0.13,1.9,12,,19.3614,37.8517,-31.6,5.3311,1,0,0.595,1.411,-2.25,-0.12,0.12,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.45,1.9,1.24,2.35,2.11,199.0366,365.9608,749.8198,956.9,1092.1,1333.2,1001,1136.2,1377.2,10.4,-25.07,3.61,3.7,0.0454,0.32,0.04,0,0.91,0.94,5466,0.713694,0.02,8.8,12.5,290,19.18,42.3386,-33.2,11.7241,5,0,0.646,1.535,-2.35,-0.14,-0.52,0.29,0.26,0,0
Hot,Neptunian,water-gas,metals-rich,non-habitable,15.71,3.06,0.55,1.68,2.27,42.11292,90.03439,229.2155,649,759.9,991.3,692.2,803.1,1034.5,8.6,-24.62,5.81,10.85,0.093,0.4,0.09,0,0.91,0.94,5466,0.713694,0.02,8.8,12.5,290,19.18,42.3386,-31.7,5.9047,5,0,0.646,1.535,-2.25,1.18,-0.18,0.28,0.22,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.56,0.87,0.84,0.73,0.8,277.6491,277.6492,277.6492,1040,1040,1040,1070.7,1070.7,1070.7,0.5,-23.02,1.66,6.1,0.0507,0,0.05,0,0.91,0.94,5466,0.713694,0.02,8.8,12.5,290,19.18,42.3386,-32.9,9.935,5,0,0.646,1.535,-2.34,-0.18,-1.25,0.27,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.89,1.01,0.87,0.88,0.94,58.983,58.98301,58.98302,706,706,706,738.9,738.9,738.9,0.8,-21.64,1.92,19.58,0.11,0,0.11,0,0.91,0.94,5466,0.713694,0.02,8.8,12.5,290,19.18,42.3386,-31.2,4.5746,5,0,0.646,1.535,-2.2,-0.17,-1.05,0.29,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.76,1.63,1.09,1.78,1.71,2427.281,2427.281,2427.282,1788.2,1788.2,1788.2,1829.3,1829.3,1829.3,5.2,-26.75,3.11,2.79,0.0425,0,0.04,0,1.34,1.86,6131,4.385721,-0.15,2.84,8.3,108,19.1575,38.7139,-35.2,23.4831,1,0,1.538,3.594,-2.46,-0.15,-0.95,0.27,0.27,1,0
Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,20.36,2.35,1.57,3.68,2.94,1.106029,1.106029,1.106029,261.3,261.3,261.3,310.1,310.1,310.1,31.9,-19.15,4.47,289.86,0.849,0,0.85,0,0.97,0.98,5518,0.797227,-0.29,9.9,12,190,19.2811,47.8844,-26.8,0.6145,1,1,0.68,1.615,-0.64,-0.12,1.79,0.34,0.71,0,1
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,2.11,405.6435,405.6435,405.6435,1143.4,1143.4,1143.4,1187.4,1187.4,1187.4,10.4,-25.13,3.62,7.11,0.075,0,0.07,0,1.11,1.52,5760,2.281744,,,14,,19.6144,49.4792,-33.3,10.8165,2,0,1.135,2.675,-2.38,-0.14,-0.52,0.29,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.36,2.35,1.57,3.68,2.94,181.6308,181.6308,181.6308,935.3,935.3,935.3,984.1,984.1,984.1,31.9,-24.71,4.47,8.15,0.08,0,0.08,0,1.03,1.07,5800,1.162437,,,15.5,,19.3608,38.3439,-32.4,7.1324,2,0,0.808,1.903,-2.33,-0.12,0.13,0.3,0.24,0,0
Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,22.64,2.41,1.62,3.9,3.07,2.646053,2.646054,2.646054,324.9,324.9,324.9,374.4,374.4,374.4,36.7,-20.15,4.58,46.83,0.22,0,0.22,0,0.65,0.59,4500,0.128069,-0.21,,16,,18.9961,46.5667,-27.8,1.4292,3,0,0.286,0.707,-1.31,-0.12,1.56,0.33,0.57,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,787.8446,787.8447,787.8447,1349.8,1349.8,1349.8,1392.6,1392.6,1392.6,7.8,-25.72,3.41,5.67,0.0677,0,0.07,0,1.29,1.82,5904,3.610921,,4.27,14,,19.2719,46.0053,-34,14.3641,5,0,1.415,3.324,-2.41,-0.14,-0.71,0.28,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.46,1.48,1.38,2.04,1.74,225.3489,225.3489,225.349,987.1,987.1,987.1,1028.9,1028.9,1028.9,6.2,-23.94,2.81,13.84,0.1153,0,0.12,0,1.11,1.66,5900,2.995809,,6.923,12,,19.4167,49.2319,-32.6,7.6783,2,0,1.289,3.028,-2.35,-0.42,-0.66,0.29,0.29,0,0
Hot,Mercurian,rocky-iron,no-atmosphere,non-habitable,0.02,0.32,0.72,0.23,0.27,45.53074,45.53074,45.53075,661.8,661.8,661.8,678.4,678.4,678.4,0,-18.85,0.61,13.37,0.1003,0,0.1,0,0.8,0.77,5417,0.458043,-0.32,6,9.8,66,18.9731,44.5182,-30.9,4.092,3,0,0.519,1.235,-2.17,-0.2,-1.53,0.27,0.23,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.34,0.75,0.81,0.6,0.67,24.47566,24.47566,24.47566,566.7,566.7,566.7,595.1,595.1,595.1,0.3,-20.03,1.42,21.3,0.1368,0,0.14,0,0.8,0.77,5417,0.458043,-0.32,6,9.8,66,18.9731,44.5182,-30.2,2.9999,3,0,0.519,1.235,-2.07,-0.18,-1.18,0.3,0.34,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.1,1.94,1.25,2.42,2.17,10.62801,10.62801,10.62801,460,460,460,504.4,504.4,504.4,11.4,-21.2,3.68,39.79,0.2076,0,0.21,0,0.8,0.77,5417,0.458043,-0.32,6,9.8,66,18.9731,44.5182,-29.3,1.9767,3,0,0.519,1.235,-1.87,-0.14,0.22,0.35,0.37,0,0
Hot,Jovian,water-gas,hydrogen-rich,non-habitable,120.82,4.37,1.45,6.33,5.26,12.99467,12.99467,12.99468,483.7,483.7,483.7,539.8,539.8,539.8,175.1,-23.19,8.31,105.59,0.4644,0,0.46,0,0.95,1.76,5640,2.802527,-0.158,,14.3,,19.1219,42.2792,-29.5,2.0163,1,0,1.267,2.996,-1.93,1.14,2.89,0.21,0.25,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.39,0.78,0.81,0.64,0.71,17.07234,17.07234,17.07234,517.9,517.9,517.9,547,547,547,0.3,-19.74,1.49,1.21,0.0116,0,0.01,0,0.13,0.17,3068,0.002297,-0.48,,16.1,38.7,19.4814,44.6194,-29.8,7.816,3,0,0.039,0.104,-1.86,-0.18,-1.13,0.31,0.37,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.31,0.73,0.8,0.58,0.65,63.81261,63.81263,63.81264,720.1,720.1,720.1,748.1,748.1,748.1,0.2,-21.01,1.38,0.45,0.006,0,0.01,0,0.13,0.17,3068,0.002297,-0.48,,16.1,38.7,19.4814,44.6194,-31.3,15.1433,3,0,0.039,0.104,-2.03,-0.18,-1.26,0.29,0.31,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.14,0.57,0.77,0.44,0.5,9.686517,9.686517,9.686519,449.5,449.5,449.5,474,474,474,0.1,-18.43,1.09,1.86,0.0154,0,0.02,0,0.13,0.17,3068,0.002297,-0.48,,16.1,38.7,19.4814,44.6194,-29.2,5.8854,3,0,0.039,0.104,-1.74,-0.19,-1.27,0.32,0.39,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.05,1.88,1.21,2.28,2.07,180.8843,180.8844,180.8844,934.3,934.3,934.3,978.1,978.1,978.1,9.8,-24.22,3.57,4.78,0.0534,0,0.05,0,0.89,0.89,5190,0.515631,,,13.5,,19.9425,40.9489,-32.4,8.8923,4,0,0.557,1.337,-2.29,-0.14,-0.42,0.3,0.27,0,0
Hot,Neptunian,rocky-water,metals-rich,non-habitable,14.62,2.71,0.74,1.99,2.32,70.61922,70.61923,70.61925,738.5,738.5,738.5,782.7,782.7,782.7,10.8,-23.99,5.15,9.67,0.0854,0,0.09,0,0.89,0.89,5190,0.515631,,,13.5,,19.9425,40.9489,-31.4,5.5528,4,0,0.557,1.337,-2.21,0.71,-0.08,0.3,0.24,0,0
Hot,Superterran,rocky-water,metals-rich,non-habitable,7.93,2.04,0.94,1.91,1.97,9.693999,9.694,9.694002,449.5,449.5,449.5,492.1,492.1,492.1,7.4,-21.21,3.87,42.9,0.2306,0,0.23,0,0.89,0.89,5190,0.515631,,,13.5,,19.9425,40.9489,-29.2,2.0566,4,0,0.557,1.337,-1.84,0.17,0.07,0.35,0.38,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.42,1.6,1.08,1.72,1.66,65.4078,65.40781,65.40781,724.5,724.5,724.5,765.2,765.2,765.2,4.8,-22.76,3.04,2.58,0.031,0,0.03,0,0.55,0.53,3974,0.062857,,,15.5,,19.4864,40.5917,-31.3,9.1208,4,0,0.203,0.516,-2.1,-0.15,-0.54,0.31,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.99,1.56,1.06,1.65,1.6,4.671291,4.671292,4.671293,374.5,374.5,374.5,414.7,414.7,414.7,4.2,-19.82,2.96,18.6,0.116,0,0.12,0,0.55,0.53,3974,0.062857,,,15.5,,19.4864,40.5917,-28.4,2.4351,4,0,0.203,0.516,-1.56,-0.15,-0.13,0.39,0.52,0,0
Hot,Neptunian,rocky-iron,metals-rich,non-habitable,31.79,2.24,2.83,6.34,3.77,490.991,490.9911,490.9912,1199.3,1199.3,1199.3,1252.5,1252.5,1252.5,89.9,-25.69,4.26,7.81,0.0828,0,0.08,0,1.24,1.58,6225,3.363268,,3.8,11,,19.2067,50.0336,-33.5,10.1869,2,0,1.339,3.124,-2.41,-0.56,0.37,0.29,0.25,0,0
Hot,Neptunian,rocky-water,metals-rich,non-habitable,34.97,2.8,1.59,4.46,3.53,384.9721,384.9722,384.9722,1128.5,1128.5,1128.5,1179.7,1179.7,1179.7,55.7,-25.91,5.32,9.38,0.0935,0,0.09,0,1.24,1.58,6225,3.363268,,3.8,11,,19.2067,50.0336,-33.2,9.0177,2,0,1.339,3.124,-2.4,0.11,0.3,0.29,0.22,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,2.5,16.81195,16.81195,16.81195,515.9,515.9,515.9,562.3,562.3,562.3,18.2,-21.9,4.04,7.88,0.0631,0,0.06,0,0.54,0.52,4075,0.066897,,,15.5,,19.1158,49.9758,-29.8,4.3941,3,0,0.209,0.528,-1.92,-0.13,0.4,0.34,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,6.331841,6.331841,6.331842,404.1,404.1,404.1,446.9,446.9,446.9,7.8,-20.46,3.41,16.39,0.1028,0,0.1,0,0.54,0.52,4075,0.066897,,,15.5,,19.1158,49.9758,-28.7,2.6963,3,0,0.209,0.528,-1.67,-0.14,0.13,0.37,0.45,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.29,1.95,1.26,2.45,2.18,2.019594,2.019595,2.019595,303.7,303.7,303.7,348.2,348.2,348.2,11.7,-19.4,3.7,36.45,0.182,0,0.18,0,0.54,0.52,4075,0.066897,,,15.5,,19.1158,49.9758,-27.5,1.5227,3,0,0.209,0.528,-1.17,-0.14,0.69,0.42,0.67,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.97,2.12,1.37,2.9,2.48,101.0612,101.0612,101.0612,807.8,807.8,807.8,854.1,854.1,854.1,17.7,-23.85,4.02,9.75,0.091,0,0.09,0,0.98,0.89,5858,0.836888,,,16,,19.3642,40.5625,-31.8,5.2138,3,0,0.683,1.606,-2.28,-0.13,-0.05,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,2.5,10.7896,10.7896,10.7896,461.7,461.7,461.7,508.2,508.2,508.2,18.2,-21.42,4.04,8.01,0.0626,0,0.06,0,0.51,0.5,3705,0.042265,,,16.3,,19.6517,43.0564,-29.3,4.2583,3,0,0.168,0.431,-1.8,-0.13,0.52,0.35,0.36,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.75,1.23,0.94,1.15,1.19,6.245363,6.245363,6.245365,402.7,402.7,402.7,438.9,438.9,438.9,1.6,-19.63,2.34,12.07,0.0823,0,0.08,0,0.51,0.5,3705,0.042265,,,16.3,,19.6517,43.0564,-28.7,3.2395,3,0,0.168,0.431,-1.65,-0.16,-0.58,0.36,0.48,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.69,1.52,1.04,1.59,1.56,2.662205,2.662206,2.662206,325.4,325.4,325.4,365.2,365.2,365.2,3.8,-19.16,2.89,21,0.126,0,0.13,0,0.51,0.5,3705,0.042265,,,16.3,,19.6517,43.0564,-27.8,2.1149,3,0,0.168,0.431,-1.32,-0.15,-0.06,0.43,0.65,0,0
Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,25.16,2.46,1.68,4.14,3.2,4.628122,4.628123,4.628124,373.7,373.7,373.7,423.7,423.7,423.7,42.3,-20.81,4.68,27.95,0.1537,0,0.15,0,0.62,0.58,4362,0.109267,,,16.3,,19.0111,44.0264,-28.4,2.0117,5,0,0.266,0.66,-1.57,-0.11,1.47,0.32,0.45,0,0
Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,16.46,2.24,1.46,3.28,2.71,2.675812,2.675812,2.675812,325.8,325.8,325.8,373.5,373.5,373.5,24.1,-20.01,4.26,42.15,0.2021,0,0.2,0,0.62,0.58,4362,0.109267,,,16.3,,19.0111,44.0264,-27.8,1.5296,5,0,0.266,0.66,-1.32,-0.12,1.17,0.36,0.58,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,129.9249,129.925,129.925,860.1,860.1,860.1,900.7,900.7,900.7,4.6,-23.5,3.02,2.21,0.029,0,0.03,0,0.62,0.58,4362,0.109267,,,16.3,,19.0111,44.0264,-32,10.6737,5,0,0.266,0.66,-2.2,-0.15,-0.64,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.88,1.55,1.05,1.63,1.59,47.42485,47.42486,47.42487,668.6,668.6,668.6,708.6,708.6,708.6,4.1,-22.33,2.94,4.62,0.048,0,0.05,0,0.62,0.58,4362,0.109267,,,16.3,,19.0111,44.0264,-30.9,6.4428,5,0,0.266,0.66,-2.1,-0.15,-0.54,0.31,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,16.65399,16.654,16.654,514.7,514.7,514.7,555.2,555.2,555.2,4.6,-21.25,3.02,10.2,0.081,0,0.08,0,0.62,0.58,4362,0.109267,,,16.3,,19.0111,44.0264,-29.8,3.8166,5,0,0.266,0.66,-1.93,-0.15,-0.33,0.34,0.35,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.46,2.24,1.46,3.28,2.71,96.65,96.65001,96.65002,798.8,798.8,798.8,846.4,846.4,846.4,24.1,-23.92,4.26,5.73,0.0589,0,0.06,0,0.83,0.73,5145,0.335025,,,15.5,,19.5761,44.6569,-31.7,6.6113,2,0,0.45,1.082,-2.24,-0.12,0.12,0.31,0.26,0,0
Hot,Jovian,iron,hydrogen-rich,non-habitable,2209.68,1.57,573.18,898.75,37.54,37.69352,37.69352,37.69353,631.3,631.3,631.3,725.4,725.4,725.4,1266548.4,-22.11,2.98,11.61,0.0943,0,0.09,0,0.83,0.73,5145,0.335025,,,15.5,,19.5761,44.6569,-30.7,4.1273,2,0,0.45,1.082,-2.13,-1.08,27.15,0.04,0.31,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,441.94,2.8,20.13,56.37,12.56,135.2354,135.2354,135.2354,868.8,868.8,868.8,941.7,941.7,941.7,8897,-24.77,5.32,10.22,0.0906,0,0.09,0,0.95,1.03,5843,1.10945,,,15.3,,19.7572,39.1153,-32.1,6.063,3,0,0.787,1.852,-2.31,-0.6,6.51,0.13,0.23,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,696.29,2.91,28.2,82.11,15.46,77.1022,77.10221,77.10222,754.9,754.9,754.9,831.2,831.2,831.2,19633.8,-24.25,5.54,15.57,0.12,0,0.12,0,0.95,1.03,5843,1.10945,,,15.3,,19.7572,39.1153,-31.5,4.5771,3,0,0.787,1.852,-2.25,-0.39,9.15,0.1,0.23,0,0
Hot,Jovian,iron,hydrogen-rich,non-habitable,651.78,1.1,492.91,541.02,24.37,101.4281,101.4281,101.4281,808.5,808.5,808.5,896.8,896.8,896.8,321266.8,-22.42,2.09,11.87,0.1031,0,0.1,0,1.04,0.94,6074,1.079058,,,14.8,,19.1358,46.64,-31.8,4.8582,2,0,0.766,1.791,-2.29,-2.12,14.84,0.06,0.31,0,0
Hot,Jovian,iron,hydrogen-rich,non-habitable,435.58,2.02,53.16,107.17,14.7,58.29255,58.29255,58.29256,704,704,704,781,781,781,23155.8,-23.14,3.83,17.98,0.1361,0,0.14,0,1.04,0.94,6074,1.079058,,,14.8,,19.1358,46.64,-31.2,3.6825,2,0,0.766,1.791,-2.23,-1.34,8.98,0.1,0.28,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,79.49,2.24,7.07,15.84,5.96,441.2583,441.2584,441.2585,1167.7,1167.7,1167.7,1228.8,1228.8,1228.8,562.1,-25.58,4.26,7.13,0.0748,0,0.07,0,1.1,1.5,5915,2.471106,,,14.5,,19.2642,42.265,-33.4,10.6975,3,0,1.17,2.747,-2.39,-0.97,1.64,0.25,0.25,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,178.05,2.46,11.9,29.33,8.5,327.4661,327.4662,327.4662,1083.8,1083.8,1083.8,1150.5,1150.5,1150.5,2119.1,-25.46,4.68,8.92,0.0869,0,0.09,0,1.1,1.5,5915,2.471106,,,14.5,,19.2642,42.265,-33,9.212,3,0,1.17,2.747,-2.37,-0.92,3.26,0.19,0.24,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,216.2,2.58,12.65,32.58,9.16,222.9132,222.9132,222.9132,984.4,984.4,984.4,1052.3,1052.3,1052.3,2734.5,-25.14,4.9,11.9,0.1053,0,0.11,0,1.1,1.5,5915,2.471106,,,14.5,,19.2642,42.265,-32.6,7.5978,3,0,1.17,2.747,-2.35,-0.83,3.92,0.18,0.23,0,0
Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,13.85,2.15,1.39,2.99,2.54,0.7885342,1.272237,2.189932,240.1,267.3,309.9,286.7,314,356.6,19.3,-19.14,4.09,59.88,0.27,0.25,0.26,0,0.64,0.62,4017,0.089801,0.03,1,15,326,19.6869,42.4753,-27,1.2639,1,1,0.243,0.614,-0.88,-0.13,1.24,0.4,0.73,0,1
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.17,1.31,0.96,1.26,1.29,65.44549,65.4455,65.44551,724.6,724.6,724.6,761.8,761.8,761.8,2.1,-22.32,2.49,5.71,0.0553,0,0.06,0,0.69,0.63,4869,0.200138,-0.21,7,14,368,18.8808,45.3499,-31.3,6.074,5,2,0.353,0.857,-2.18,-0.16,-0.81,0.3,0.31,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.12,0.54,0.76,0.41,0.47,23.18988,23.18989,23.18989,559.1,559.1,559.1,582.8,582.8,582.8,0.1,-19.25,1.02,12.44,0.0929,0,0.09,0,0.69,0.63,4869,0.200138,-0.21,7,14,368,18.8808,45.3499,-30.2,3.6146,5,2,0.353,0.857,-2.03,-0.19,-1.35,0.29,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.29,1.95,1.26,2.45,2.18,13.89849,13.89849,13.89849,491.9,491.9,491.9,536.4,536.4,536.4,11.7,-21.5,3.7,18.16,0.12,0,0.12,0,0.69,0.63,4869,0.200138,-0.21,7,14,368,18.8808,45.3499,-29.6,2.7981,5,2,0.353,0.857,-1.92,-0.14,0.17,0.34,0.35,0,0
Warm,Superterran,rocky-iron,metals-rich,mesoplanet,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,301.6,301.6,4.9,-18.32,3.07,122.39,0.427,0,0.43,0,0.69,0.63,4869,0.200138,-0.21,7,14,368,18.8808,45.3499,-26.8,0.7863,5,2,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0,1
Warm,Superterran,rocky-iron,metals-rich,psychroplanet,2.81,1.41,1,1.41,1.41,0.388223,0.388223,0.388223,201.1,201.1,201.1,239.5,239.5,239.5,2.8,-16.89,2.68,267.29,0.718,0,0.72,0,0.69,0.63,4869,0.200138,-0.21,7,14,368,18.8808,45.3499,-25.7,0.4676,5,2,0.353,0.857,0.45,-0.16,0.19,0.66,0.67,0,1
Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,2.89,1.42,1,1.43,1.42,2166.896,2166.896,2166.896,1738.2,1738.2,1738.2,1776.8,1776.8,1776.8,2.9,-26.32,2.7,2.15,0.035,0,0.04,0,1.25,1.41,6211,2.654447,0.17,2.9,11.6,,19.2458,41.1511,-35.1,21.5965,3,0,1.191,2.778,-2.46,-0.16,-1.07,0.27,0.28,0,0
Hot,Neptunian,rocky-iron,metals-rich,non-habitable,27.01,2.58,1.58,4.07,3.24,574.0587,574.0587,574.0587,1247.1,1247.1,1247.1,1297.1,1297.1,1297.1,42.7,-26.17,4.9,5.86,0.068,0,0.07,0,1.25,1.41,6211,2.654447,0.17,2.9,11.6,,19.2458,41.1511,-33.7,11.0674,3,0,1.191,2.778,-2.42,-0.01,0.04,0.29,0.23,0,0
Hot,Superterran,rocky-water,no-atmosphere,non-habitable,2,1.51,0.58,0.88,1.15,376.1971,376.1972,376.1972,1122,1122,1122,1156.6,1156.6,1156.6,1.2,-24.55,2.87,8.13,0.084,0,0.08,0,1.25,1.41,6211,2.654447,0.17,2.9,11.6,,19.2458,41.1511,-33.2,8.9545,3,0,1.191,2.778,-2.39,0.45,-1.07,0.27,0.28,0,0
Hot,Superterran,rocky-water,metals-rich,non-habitable,7.59,2.3,0.63,1.44,1.82,410.0868,410.0868,410.0869,1146.5,1146.5,1146.5,1187.1,1187.1,1187.1,4.7,-25.55,4.37,5.4,0.0617,0,0.06,0,1.08,1.24,5793,1.561156,0.12,6.3,,135,19.4022,49.0403,-33.3,10.7518,3,1,0.937,2.206,-2.38,0.69,-0.69,0.28,0.24,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.63,0.91,0.84,0.77,0.83,190.2329,190.2329,190.2329,946.2,946.2,946.2,977.5,977.5,977.5,0.5,-22.69,1.72,9.61,0.0906,0,0.09,0,1.08,1.24,5793,1.561156,0.12,6.3,,135,19.4022,49.0403,-32.5,7.3172,3,1,0.937,2.206,-2.33,-0.18,-1.21,0.28,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.11,2.23,1.45,3.24,2.69,65.95454,89.89426,125.7598,726,780.7,853.2,773.5,828.2,900.7,23.4,-23.84,4.24,13.72,0.094,0.16,0.09,0,0.81,0.93,5638,0.784072,-0.29,,13.7,,19.5508,44.8689,-31.7,5.3432,2,0,0.67,1.585,-2.26,-0.12,0.12,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.68,1.71,1.13,1.93,1.82,1.473127,1.933279,2.588208,280.7,299.3,323.1,322.6,341.2,365.1,6.4,-19.08,3.26,242.46,0.64,0.14,0.63,0,0.81,0.93,5638,0.784072,-0.29,,13.7,,19.5508,44.8689,-27.5,0.7821,2,0,0.67,1.585,-1.07,-0.15,0.3,0.47,0.71,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.45,0.76,1.01,0.77,0.76,607265.9,607266,607266.1,7112,7112,7112,7142.5,7142.5,7142.5,0.4,-31.11,1.45,0.24,0.006,0,0.01,0,0.5,0.2,27730,21.861576,,0.018,14.9,1180,19.7569,41.0928,-41.3,18.1056,2,0,3.242,7.472,-2.53,-0.4,-1.55,0.25,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.67,0.87,1,0.87,0.87,378489.8,378489.9,378489.9,6319.1,6319.1,6319.1,6351.4,6351.4,6351.4,0.7,-30.89,1.66,0.34,0.0076,0,0.01,0,0.5,0.2,27730,21.861576,,0.018,14.9,1180,19.7569,41.0928,-40.7,14.2713,2,0,3.242,7.472,-2.53,-0.36,-1.52,0.25,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.6,1.2,0.93,1.11,1.15,3295.21,3295.21,3295.211,1930.3,1930.3,1930.3,1965.9,1965.9,1965.9,1.5,-26.41,2.28,0.36,0.01,0,0.01,0,0.81,0.74,5089,0.329521,-0.14,,12,,19.5828,44.4483,-35.6,40.2589,1,0,0.448,1.079,-2.39,-0.17,-1.22,0.27,0.29,0,0
