,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
54,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,308.7997,308.7997,308.7998,1.14,1.09,0.89,0.97,1.03,1068.0,1068.0,1068.0,1102.1,1102.1,1102.1,1.0,-23.61,2.06,3.24,0.04,0.0,0.04,0.0,0.93,0.86,5214.0,0.49408,-0.06014540337711069,4.18801899007337,1.3,1.29,14.6597,-60.8375,-33.0,11.5197,1.0,0.0,0.545,1.306,-2.33,-0.17,-1.12,0.28,0.3,0.0,0.0
55,Hot,Jovian,gas,hydrogen-rich,non-habitable,87.81787,170.8106,378.7131,6120.35,10.99,4.61,50.66,23.6,779.9,899.0,1123.9,879.9998278829605,883.6011474469306,889.4679288582904,28208.8,-28.08,21.01,24.84,0.162,0.35,0.15,94.1,0.9,3.7,4300.0,4.199205,0.0,4.18801899007337,12.4,140.0,16.1919,-18.6403,-32.4,13.0214,1.0,0.0,1.649,4.114,-2.21,15.02,13.18,0.05,0.06,0.0,0.0
56,Hot,Jovian,gas,hydrogen-rich,non-habitable,108.512,159.4528,244.1111,2034.82,11.68,1.28,14.91,13.2,822.3,898.4,1007.0,879.9998278829605,883.6011474469306,889.4679288582904,2598.2,-28.09,22.34,481.9,1.3,0.2,1.27,218.0,1.14,32.35,4095.0,264.03051,-0.71,5.25,9.6,2618.0,11.8377,2.7601,-32.3,13.5665,1.0,0.0,13.15,33.128,-2.19,9.7,6.73,0.08,0.08,0.0,0.0
57,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.3467503,0.6028023,1.144409,467.37,10.89,0.36,3.94,6.55,195.5,220.8,263.5,879.9998278829605,883.6011474469306,889.4679288582904,169.2,-21.88,20.81,268.94,0.777,0.29,0.74,87.6,0.86,0.79,5008.0,0.34828899999999996,0.1,4.18801899007337,9.6,50.0,21.2267,14.6894,-26.2,0.565,1.0,1.0,0.462,1.117,-0.01,6.99,6.68,0.09,0.43,1.0,0.0
58,Hot,Jovian,gas,hydrogen-rich,non-habitable,100.9861,101.1881,101.3907,337.02,10.37,0.3,3.13,5.7,807.6,808.0,808.4,879.9998278829605,883.6011474469306,889.4679288582904,101.8,-27.31,19.81,153.22,0.5760000000000001,0.0,0.58,55.0,1.08,8.95,4649.0,33.571764,-0.22,7.4,10.3,774.0,11.7656,14.6164,-31.8,8.2878,1.0,0.0,4.6080000000000005,11.308,-2.2,6.54,2.15,0.12,0.13,0.0,0.0
59,Hot,Jovian,gas,hydrogen-rich,non-habitable,222.44,365.6481,644.7631,352.91,10.45,0.31,3.23,5.81,983.9,1099.6,1283.8,879.9998278829605,883.6011474469306,889.4679288582904,109.1,-28.77,19.96,137.48,0.539,0.26,0.52,302.0,1.1,14.7,4796.0,102.574923,0.28,7.1,9.2,585.0,16.0064,15.5469,-33.2,15.0953,1.0,0.0,8.007,19.521,-2.3,6.61,1.62,0.12,0.12,0.0,0.0
60,Hot,Jovian,gas,hydrogen-rich,non-habitable,54.11933,54.11934,54.11934,1335.35,11.67,0.84,9.81,10.7,691.0,691.0,691.0,879.9998278829605,883.6011474469306,889.4679288582904,1122.8,-26.89,22.31,578.2,1.3,0.0,1.3,0.0,0.8,17.3,4296.0,91.461682,-0.46,4.18801899007337,9.4,614.4452976190478,1.7281,21.005,-31.1,7.0964,1.0,0.0,7.6979999999999995,19.204,-2.11,8.65,6.14,0.08,0.1,0.0,0.0
61,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.7045,14.7045,14.7045,16.31,2.23,1.47,3.28,2.71,498.9,498.9,498.9,546.5,546.5,546.5,24.0,-21.85,4.24,41.69,0.24100000000000002,0.0,0.24,0.0,0.96,0.93,5766.0,0.854052,-0.15,3.34,11.0,152.1,3.5767,20.5992,-29.7,2.0522,1.0,0.0,0.6940000000000001,1.636,-1.96,-0.13,0.61,0.33,0.33,0.0,0.0
62,Hot,Jovian,gas,hydrogen-rich,non-habitable,26.38956,40.25745,64.54815,2025.28,11.68,1.27,14.84,13.17,577.4,635.8,722.1,879.9998278829605,883.6011474469306,889.4679288582904,2573.7,-26.59,22.34,7.78,0.066,0.22,0.06,200.4,0.63,0.71,4410.0,0.17106500000000002,0.3,0.057,9.9,25.4,7.3956,20.4142,-30.8,5.8794,1.0,0.0,0.332,0.823,-2.08,9.69,8.29,0.07,0.1,0.0,0.0
63,Hot,Jovian,gas,hydrogen-rich,non-habitable,1.794673,2.400301,3.284628,6810.27,10.85,5.34,57.9,25.06,294.9,315.8,343.0,879.9998278829605,883.6011474469306,889.4679288582904,36354.4,-23.34,20.72,379.63,1.45,0.15,1.43,207.6,2.8,4.39,4127.0,4.989534,-1.0,4.18801899007337,9.8,200.0,10.2792,19.8914,-27.7,1.6333,2.0,1.0,1.806,4.543,-1.26,15.83,25.44,0.03,0.3,0.0,0.0
64,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.8870959,1.25551,1.836708,3964.71,11.44,2.65,30.32,18.62,247.3,268.0,296.6,879.9998278829605,883.6011474469306,889.4679288582904,10511.7,-22.76,21.86,621.99,2.01,0.18,1.98,126.0,2.8,4.39,4127.0,4.989534,-1.0,4.18801899007337,9.8,200.0,10.2792,19.8914,-27.0,1.1842,2.0,1.0,1.806,4.543,-0.85,12.36,20.15,0.04,0.37,0.0,0.0
65,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.562329,1.461887,5.072234,16850.82,9.15,21.97,201.11,42.91,220.6,265.7,382.3,879.9998278829605,883.6011474469306,889.4679288582904,370219.9,-22.58,17.46,145.08,0.5,0.5,0.43,66.3,0.75,0.73,5077.0,0.316406,-0.11,4.18801899007337,9.7,48.8,23.0275,25.7881,-27.3,0.9001,1.0,1.0,0.439,1.058,-0.75,27.87,46.94,0.02,0.33,0.0,0.0
66,Cold,Jovian,gas,hydrogen-rich,non-habitable,0.07846386,0.1307965,0.2348865,8266.44,10.55,7.05,74.31,28.0,134.8,151.1,177.4,879.9998278829605,883.6011474469306,889.4679288582904,58243.7,-20.14,20.15,536.78,1.19,0.27,1.15,1.3,0.76,0.63,4748.0,0.178471,0.02,4.18801899007337,9.8,38.0,9.0419,25.8894,-24.6,0.2918,1.0,0.0,0.335,0.818,2.59,17.54,41.79,0.02,0.16,0.0,0.0
67,Hot,Jovian,gas,hydrogen-rich,non-habitable,28.62299,42.06001,64.39091,289.33,10.09,0.28,2.84,5.35,589.3,643.9,721.7,879.9998278829605,883.6011474469306,889.4679288582904,81.4,-26.32,19.27,392.6,1.0,0.2,0.98,358.9,0.74,11.0,4414.0,41.210186,-0.2,4.18801899007337,9.1,614.4452976190478,2.7139,49.5869,-30.8,5.9857,1.0,0.0,5.149,12.770999999999999,-2.09,6.34,2.32,0.12,0.15,0.0,0.0
68,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.9625576,1.872228,4.151014,508.7,11.0,0.38,4.2,6.8,252.3,290.9,363.6,879.9998278829605,883.6011474469306,889.4679288582904,194.3,-23.16,21.03,2590.0,4.2,0.35,3.93,170.0,1.52,7.6,4943.0,30.937093,-0.19,2.3,9.4,614.4452976190478,3.0428,49.73,-27.5,1.0295,1.0,0.0,4.368,10.585999999999999,-1.03,7.11,5.82,0.1,0.41,0.0,0.0
69,Hot,Superterran,rocky-iron,metals-rich,non-habitable,456.218,456.218,456.2181,8.58,1.91,1.23,2.35,2.12,1177.4,1177.4,1177.4,1221.5,1221.5,1221.5,10.6,-25.27,3.63,3.87,0.0428,0.0,0.04,0.0,0.7,1.64,4324.0,0.8357180000000001,-0.14,4.4,6.7,20.0,5.8833,-5.9947,-33.4,20.5046,3.0,1.0,0.735,1.8319999999999999,-2.26,-0.14,-0.54,0.3,0.26,1.0,0.0
70,Hot,Jovian,gas,hydrogen-rich,non-habitable,4.416532,4.416533,4.416533,54.05,6.46,0.2,1.3,2.89,369.3,369.3,369.3,879.9998278829605,883.6011474469306,889.4679288582904,10.8,-22.86,12.3,125.94,0.435,0.0,0.43,0.0,0.7,1.64,4324.0,0.8357180000000001,-0.14,4.4,6.7,20.0,5.8833,-5.9947,-28.4,2.0068,3.0,1.0,0.735,1.8319999999999999,-1.55,4.18,1.18,0.18,0.39,1.0,0.0
71,Warm,Neptunian,gas,hydrogen-rich,non-habitable,0.687699,0.7443822,0.8070599,28.93,5.26,0.2,1.05,2.35,232.0,236.6,241.5,879.9998278829605,883.6011474469306,889.4679288582904,5.7,-20.48,10.01,500.0,1.06,0.04,1.06,275.0,0.7,1.64,4324.0,0.8357180000000001,-0.14,4.4,6.7,20.0,5.8833,-5.9947,-26.4,0.8242,3.0,1.0,0.735,1.8319999999999999,-0.41,3.55,1.22,0.21,0.63,1.0,0.0
72,Hot,Neptunian,gas,metals-rich,non-habitable,48.40723,64.74268,88.59536,14.31,4.16,0.2,0.83,1.86,672.0,719.6,781.6,879.9998278829605,883.6011474469306,889.4679288582904,2.8,-24.84,7.91,5.6,0.055999999999999994,0.15,0.06,30.0,0.74,0.67,4746.0,0.200736,-0.07,4.5,9.9,42.2,10.0133,-9.5167,-31.3,6.4173,2.0,1.0,0.355,0.867,-2.17,3.02,-0.4,0.21,0.25,0.0,0.0
73,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.3066077,0.4421722,0.6616632,104.92,7.9,0.21,1.68,3.64,189.6,206.3,229.8,879.9998278829605,883.6011474469306,889.4679288582904,22.3,-20.81,15.06,237.6,0.68,0.19,0.67,127.0,0.74,0.67,4746.0,0.200736,-0.07,4.5,9.9,42.2,10.0133,-9.5167,-25.9,0.5319,2.0,1.0,0.355,0.867,0.28,4.98,3.15,0.15,0.47,0.0,0.0
74,Hot,Jovian,gas,metals-rich,non-habitable,1032.665,1054.302,1076.52,146.25,11.54,0.1,1.1,3.56,1444.2,1451.7,1459.3,879.9998278829605,883.6011474469306,889.4679288582904,13.9,-30.1,22.06,3.49,0.046,0.01,0.05,345.4,0.99,1.71,5400.0,2.230782,0.5,4.18,10.1,66.0,10.9744,-10.7703,-34.3,19.9117,1.0,0.0,1.146,2.73,-2.39,8.35,0.08,0.1,0.08,0.0,0.0
75,Cold,Jovian,gas,hydrogen-rich,non-habitable,0.01697623,0.01873883,0.02073728,168.51,8.97,0.23,2.09,4.33,92.0,94.2,96.7,879.9998278829605,883.6011474469306,889.4679288582904,39.3,-17.62,17.11,1667.0,2.28,0.05,2.28,0.0,0.57,0.52,4475.0,0.09729,-0.48,4.4,10.0,27.3,18.5581,-11.6361,-22.4,0.1217,1.0,0.0,0.25,0.618,10.04,5.6,6.9,0.07,0.16,1.0,0.0
76,Cold,Jovian,gas,hydrogen-rich,non-habitable,0.04955057,0.1395716,0.5551637,1621.49,11.68,1.02,11.88,11.78,120.2,146.2,219.9,879.9998278829605,883.6011474469306,889.4679288582904,1648.7,-20.58,22.34,655.6,1.34,0.54,1.13,112.2,0.74,0.69,4714.0,0.210934,-0.03,4.3,9.6,34.6,0.4761,-16.2264,-24.8,0.326,1.0,0.0,0.364,0.8909999999999999,2.91,9.09,16.13,0.05,0.2,1.0,0.0
77,Cold,Jovian,gas,hydrogen-rich,non-habitable,3.33E-07,3.33E-07,3.33E-07,17804.64,9.03,24.16,218.21,44.4,6.1,6.1,6.1,879.9998278829605,883.6011474469306,889.4679288582904,430113.2,-5.7,17.23,721.5746168324818,6656.0,0.0,6656.0,0.0,1.96,1.71,8676.0,14.757891,-0.06014540337711069,0.36700000000000005,12.249795918367347,30.56,15.2919,-58.8011,-10.5,0.0001,1.0,0.0,2.6639999999999997,6.138999999999999,3828.05,29.09,345.19,0.0,0.04,0.0,0.0
78,Hot,Jovian,gas,hydrogen-rich,non-habitable,161.7154,189.2173,222.8388,2479.93,11.65,1.57,18.26,14.59,908.5,943.8,984.3,879.9998278829605,883.6011474469306,889.4679288582904,3885.4,-28.25,22.29,605.2,1.7,0.08,1.69,58.9,1.7,48.96,3990.0,545.085116,-0.29,1.85,3.5,92.99,8.2753,9.1856,-32.5,15.444,1.0,0.0,18.941,47.964,-2.19,10.35,7.44,0.07,0.07,0.0,0.0
79,Cold,Jovian,gas,hydrogen-rich,non-habitable,0.0319353,0.05904876,0.1219288,2225.58,18.48,0.35,6.52,10.97,107.7,123.0,150.5,879.9998278829605,883.6011474469306,889.4679288582904,784.8,-20.51,35.69,13288.0,13.18,0.32,12.47,87.0,1.73,1.09,9790.0,9.707662,-0.06014540337711069,0.04,3.9,19.3,5.7881,-51.0664,-23.7,0.0465,1.0,0.0,2.161,4.979,6.95,17.44,17.07,0.04,0.11,0.0,0.0
80,Hot,Jovian,gas,hydrogen-rich,non-habitable,165.7544,239.0416,357.7002,1939.43,11.68,1.22,14.21,12.88,914.1,994.9,1108.0,879.9998278829605,883.6011474469306,889.4679288582904,2359.0,-28.53,22.34,522.3,1.4,0.19,1.37,307.4,1.4,42.06,4126.0,459.98664299999996,-0.27,2.95,2.1,40.14,14.845,74.1556,-32.7,16.3629,1.0,0.0,17.344,43.626999999999995,-2.21,9.56,6.12,0.08,0.08,0.0,0.0
81,Cold,Jovian,gas,hydrogen-rich,non-habitable,9.92E-06,9.92E-06,9.92E-06,9856.14,10.24,9.18,93.98,31.02,14.3,14.3,14.3,879.9998278829605,883.6011474469306,889.4679288582904,90443.9,-9.68,19.56,721.5746168324818,67.0,0.0,67.0,0.0,0.4,0.52,3680.0,0.044541000000000004,0.04,0.1,11.0,21.3,6.1553,-35.8253,-14.2,0.0042,1.0,0.0,0.172,0.44299999999999995,492.81,19.4,156.87,0.0,0.04,0.0,0.0
82,Cold,Jovian,gas,hydrogen-rich,non-habitable,6.40E-06,6.40E-06,6.40E-06,3338.37,11.54,2.17,25.05,17.0,12.8,12.8,12.8,879.9998278829605,883.6011474469306,889.4679288582904,7242.6,-9.46,22.08,14227.0,2.6,0.0,2.6,0.0,0.02,0.7,560.0,4.3e-05,-0.06014540337711069,3.0,12.249795918367347,31.9,14.9747,10.2286,-13.7,0.14400000000000002,1.0,0.0,0.005,0.015,559.04,11.54,90.1,0.0,0.06,0.0,0.0
83,Hot,Jovian,gas,metals-rich,non-habitable,             ,             ,             ,6676.74,10.87,5.19,56.47,24.78,754.328616269945,765.3643735286424,787.0141511901649,879.9998278829605,883.6011474469306,889.4679288582904,34672.8,-23.631825334382377,20.78,721.5746168324818,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,1.4982379558158103,5481.50649867374,4.748896123665712,-0.06014540337711069,4.18801899007337,12.249795918367347,55.2,21.8298,-4.0525,-30.396547214229663,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,120.02285377975412,15.68,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0
84,Cold,Jovian,gas,hydrogen-rich,non-habitable,5.14E-07,5.14E-07,5.14E-07,3815.28,11.46,2.53,29.04,18.24,6.8,6.8,6.8,879.9998278829605,883.6011474469306,889.4679288582904,9663.9,-6.7,21.92,721.5746168324818,200.0,0.0,200.0,0.0,0.35,0.33,3840.0,0.020562999999999998,-0.06014540337711069,0.002,12.249795918367347,614.4452976190478,11.1081,-77.6258,-10.9,0.0009,1.0,0.0,0.11699999999999999,0.298,2207.42,12.16,133.3,0.0,0.06,0.0,0.0
85,Hot,Jovian,gas,hydrogen-rich,non-habitable,66.35128,66.3513,66.3513,3913.84,11.44,2.61,29.88,18.49,727.1,727.1,727.1,879.9998278829605,883.6011474469306,889.4679288582904,10218.2,-27.07,21.88,9.0,0.0786,0.0,0.08,0.0,0.8,0.81,5150.0,0.4096,-0.06014540337711069,0.002,13.0,614.4452976190478,4.5644,22.8417,-31.3,5.4852,1.0,0.0,0.498,1.196,-2.2,12.29,11.53,0.06,0.07,0.0,0.0
86,Hot,Jovian,gas,metals-rich,non-habitable,2695.746,2695.746,2695.747,327.48,16.69,0.07,1.18,4.43,1835.8,1835.8,1835.8,879.9998278829605,883.6011474469306,889.4679288582904,23.1,-31.93,32.13,1.51,0.0254,0.0,0.03,0.0,0.95,1.11,6298.0,1.7391880000000002,0.06,4.18801899007337,13.6,460.0,6.8053,-3.1022,-35.3,23.4522,1.0,0.0,0.9590000000000001,2.233,-2.47,12.54,0.27,0.07,0.06,0.0,0.0
87,Hot,Jovian,gas,hydrogen-rich,non-habitable,893.0377,893.0377,893.0378,1052.38,16.41,0.24,3.91,8.01,1392.7,1392.7,1392.7,879.9998278829605,883.6011474469306,889.4679288582904,250.7,-30.69,31.58,1.74,0.0281,0.0,0.03,0.0,0.97,0.9,5575.0,0.705152,-0.04,4.18801899007337,12.6,300.0,19.4519,1.3839,-34.1,17.1706,1.0,0.0,0.638,1.511,-2.4,12.86,2.42,0.07,0.06,0.0,0.0
88,Hot,Jovian,gas,hydrogen-rich,non-habitable,1059.134,1059.134,1059.134,6921.55,11.31,4.78,54.09,24.74,1453.4,1453.4,1453.4,879.9998278829605,883.6011474469306,889.4679288582904,33097.0,-30.07,21.63,4.26,0.057,0.0,0.06,0.0,1.41,1.44,6558.0,3.441126,0.14,2.0,13.3,680.0,19.4703,0.1219,-34.3,13.4943,1.0,0.0,1.328,3.0810000000000004,-2.45,16.8,10.81,0.05,0.08,0.0,0.0
89,Hot,Jovian,gas,metals-rich,non-habitable,215.0617,215.0617,215.0617,228.92,13.33,0.1,1.29,4.14,975.6,975.6,975.6,879.9998278829605,883.6011474469306,889.4679288582904,22.1,-28.68,25.54,9.2,0.09,0.0,0.09,0.0,1.1,1.15,6190.0,1.742,0.05,1.0,13.7,614.4452976190478,6.8131,-0.6728,-32.6,6.8135,1.0,0.0,0.966,2.254,-2.36,9.61,0.84,0.09,0.07,0.0,0.0
90,Hot,Jovian,gas,metals-rich,non-habitable,601.0048,716.9039,862.208,148.48,14.9,0.04,0.67,3.16,1261.4,1316.3,1380.5,879.9998278829605,883.6011474469306,889.4679288582904,6.7,-30.24,28.6,4.04,0.0495,0.09,0.05,231.7,1.0,1.19,6100.0,1.7473450000000001,-0.25,6.9,14.0,400.0,6.7519,0.8153,-33.9,12.8552,1.0,0.0,0.973,2.274,-2.42,11.74,-0.05,0.08,0.06,0.0,0.0
91,Hot,Jovian,gas,hydrogen-rich,non-habitable,146.5983,178.2612,218.9724,941.1,13.06,0.42,5.52,8.49,886.5,929.2,980.0,879.9998278829605,883.6011474469306,889.4679288582904,397.7,-28.44,25.02,8.89,0.0855,0.1,0.09,0.0,1.05,1.02,6090.0,1.296602,-0.2,4.18801899007337,13.9,614.4452976190478,18.7383,6.6633,-32.4,6.4243,1.0,0.0,0.838,1.9609999999999999,-2.34,9.46,3.65,0.09,0.07,0.0,0.0
92,Hot,Terran,rocky-iron,metals-rich,non-habitable,1458.282,1842.386,2361.921,4.74,1.52,1.34,2.04,1.76,1574.4,1664.6,1776.1,1616.3,1706.5,1818.0,6.4,-26.3,2.89,0.85,0.0172,0.12,0.02,0.0,0.93,0.87,5313.0,0.5411130000000001,0.03,1.5,11.7,150.0,6.7303,-1.0628,-34.9,27.4125,2.0,0.0,0.5670000000000001,1.355,-2.4,-0.38,-0.9,0.28,0.28,0.0,0.0
93,Hot,Neptunian,gas,metals-rich,non-habitable,203.8838,257.5857,330.2225,13.56,4.08,0.2,0.81,1.82,962.7,1017.9,1086.0,879.9998278829605,883.6011474469306,889.4679288582904,2.7,-26.31,7.77,3.7,0.046,0.12,0.05,0.0,0.93,0.87,5313.0,0.5411130000000001,0.03,1.5,11.7,150.0,6.7303,-1.0628,-32.8,10.1658,2.0,0.0,0.5670000000000001,1.355,-2.32,2.98,-0.63,0.21,0.24,0.0,0.0
94,Hot,Jovian,gas,metals-rich,non-habitable,89.25754,89.25756,89.25758,68.62,6.37,0.26,1.69,3.28,783.1,783.1,783.1,879.9998278829605,883.6011474469306,889.4679288582904,18.2,-26.12,12.14,6.21,0.063,0.0,0.06,0.0,0.88,0.77,5080.0,0.354263,0.3,3.0,14.8,380.0,19.4392,1.4267,-31.6,6.5169,1.0,0.0,0.46399999999999997,1.119,-2.23,3.79,0.54,0.18,0.14,0.0,0.0
95,Hot,Jovian,gas,hydrogen-rich,non-habitable,3.732832,4.834177,6.373951,267.07,10.53,0.23,2.41,5.04,354.1,376.5,404.8,879.9998278829605,883.6011474469306,889.4679288582904,61.1,-24.04,20.11,95.27,0.40700000000000003,0.13,0.4,37.0,0.99,0.94,5625.0,0.793662,-0.01,4.0,13.7,460.0,18.7192,6.2042,-28.5,1.2419,1.0,0.0,0.675,1.5959999999999999,-1.58,6.79,3.27,0.11,0.25,0.0,0.0
96,Hot,Jovian,gas,hydrogen-rich,non-habitable,14.26106,39.35395,151.0733,874.34,10.86,0.68,7.41,8.97,495.1,600.8,893.2,879.9998278829605,883.6011474469306,889.4679288582904,596.2,-26.56,20.76,13.24,0.1055,0.53,0.09,218.9,0.89,0.79,5075.0,0.37144,0.26,3.0,15.2,345.0,19.4042,0.7461,-30.9,4.7072,1.0,0.0,0.47600000000000003,1.147,-2.09,7.28,5.0,0.1,0.11,0.0,0.0
97,Hot,Jovian,gas,hydrogen-rich,non-habitable,1418.954,1418.954,1418.955,740.8,16.02,0.18,2.89,6.8,1563.6,1563.6,1563.6,879.9998278829605,883.6011474469306,889.4679288582904,133.6,-31.14,30.81,2.99,0.0435,0.0,0.04,0.0,1.27,1.36,6343.0,2.686251,0.04,2.0,12.9,560.0,18.7125,5.9378,-34.6,16.7167,1.0,0.0,1.189,2.766,-2.45,12.0,1.6,0.07,0.06,0.0,0.0
98,Hot,Jovian,gas,metals-rich,non-habitable,627.7047,720.3788,830.861,291.55,16.13,0.07,1.12,4.25,1275.2,1318.7,1367.8,879.9998278829605,883.6011474469306,889.4679288582904,20.3,-30.42,31.03,2.83,0.0402,0.07,0.04,105.0,1.08,1.12,5675.0,1.158995,0.16,6.3,15.5,1150.0,6.7178,-1.2964,-33.9,14.8874,1.0,0.0,0.813,1.921,-2.4,12.09,0.53,0.07,0.06,0.0,0.0
99,Hot,Jovian,gas,hydrogen-rich,non-habitable,439.5413,439.5414,439.5414,415.87,9.91,0.43,4.23,6.48,1166.5,1166.5,1166.5,879.9998278829605,883.6011474469306,889.4679288582904,177.6,-28.82,18.92,4.04,0.051,0.0,0.05,0.0,1.09,1.01,5945.0,1.143247,0.01,1.64,15.0,1310.0,6.8481,-5.0864,-33.4,10.5688,1.0,0.0,0.794,1.864,-2.39,6.07,1.94,0.13,0.09,0.0,0.0
100,Hot,Jovian,gas,hydrogen-rich,non-habitable,2390.243,2390.243,2390.243,2416.34,12.21,1.33,16.21,14.07,1781.4,1781.4,1781.4,879.9998278829605,883.6011474469306,889.4679288582904,3209.1,-31.12,23.36,1.51,0.027000000000000003,0.0,0.03,0.0,1.13,1.21,6035.0,1.742487,0.05,4.2,16.0,1340.0,6.895,-5.5361,-35.2,24.0589,1.0,0.0,0.975,2.283,-2.45,10.87,4.71,0.08,0.07,0.0,0.0
101,Hot,Jovian,gas,hydrogen-rich,non-habitable,1405.497,1405.497,1405.497,20157.4,12.54,10.21,128.1,40.09,1559.9,1559.9,1559.9,879.9998278829605,883.6011474469306,889.4679288582904,205854.7,-30.6,24.01,3.06,0.045,0.0,0.04,0.0,1.3,1.06,7300.0,2.846131,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,6.4744,6.1862,-34.6,12.5852,1.0,0.0,1.17,2.696,-2.47,46.94,17.89,0.02,0.07,0.0,0.0
102,Hot,Jovian,gas,metals-rich,non-habitable,191.6928,359.1192,755.1809,170.1,13.1,0.08,0.99,3.6,948.0,1085.5,1335.5,879.9998278829605,883.6011474469306,889.4679288582904,12.9,-29.27,25.1,5.35,0.0618,0.33,0.06,168.4,1.1,1.19,5650.0,1.294725,0.19,6.73,15.6,840.0,18.5683,-6.0025,-33.2,10.887,1.0,0.0,0.86,2.0340000000000003,-2.36,9.73,0.35,0.09,0.07,0.0,0.0
103,Hot,Jovian,gas,hydrogen-rich,non-habitable,1158.59,1158.59,1158.59,772.59,11.42,0.52,5.92,8.22,1486.4,1486.4,1486.4,879.9998278829605,883.6011474469306,889.4679288582904,400.4,-30.18,21.84,3.77,0.0461,0.0,0.05,0.0,1.04,1.59,5740.0,2.462247,0.0,10.7,15.5,920.0,18.5797,-6.6122,-34.4,18.4601,1.0,0.0,1.18,2.784,-2.41,7.7,2.39,0.11,0.08,0.0,0.0
104,Hot,Jovian,gas,hydrogen-rich,non-habitable,774.1521,905.8071,1066.758,1103.25,14.67,0.35,5.13,8.67,1343.9,1396.0,1456.0,879.9998278829605,883.6011474469306,889.4679288582904,385.4,-30.47,28.16,1.9,0.0295,0.08,0.03,0.0,0.95,1.0,5440.0,0.785752,-0.1,4.18801899007337,15.0,870.0,6.5447,0.0314,-34.2,18.1994,1.0,0.0,0.679,1.615,-2.39,11.26,2.75,0.08,0.06,0.0,0.0
105,Hot,Jovian,gas,metals-rich,non-habitable,1142.335,1253.567,1378.737,352.91,14.45,0.12,1.69,4.94,1481.1,1515.3,1552.4,879.9998278829605,883.6011474469306,889.4679288582904,41.3,-30.78,27.73,3.9,0.0518,0.05,0.05,86.0,1.21,1.65,6090.0,3.3599040000000002,-0.02,5.0,14.8,800.0,6.4689,0.1706,-34.5,17.0568,1.0,0.0,1.35,3.156,-2.44,10.38,0.72,0.09,0.06,0.0,0.0
106,Hot,Jovian,gas,hydrogen-rich,non-habitable,45.7464,134.8913,581.5852,1348.07,9.41,1.62,15.23,11.97,662.6,810.2,1251.1,879.9998278829605,883.6011474469306,889.4679288582904,2182.4,-27.62,17.95,9.24,0.0902,0.56,0.07,56.3,1.14,0.92,5880.0,0.907768,0.14,0.1,14.7,1230.0,6.5154,0.2269,-32.3,6.5751,1.0,0.0,0.711,1.67,-2.29,6.42,5.94,0.1,0.1,0.0,0.0
107,Hot,Jovian,gas,hydrogen-rich,non-habitable,2884.188,2884.188,2884.189,718.54,14.56,0.23,3.39,7.02,1867.0,1867.0,1867.0,879.9998278829605,883.6011474469306,889.4679288582904,167.3,-31.71,27.95,2.72,0.0417,0.0,0.04,0.0,1.29,1.95,6200.0,5.015286,0.0,4.1,16.0,614.4452976190478,6.7368,-0.2991,-35.4,25.0558,1.0,0.0,1.6380000000000001,3.822,-2.46,10.6,1.41,0.08,0.06,0.0,0.0
108,Hot,Neptunian,gas,metals-rich,non-habitable,146.7318,170.6929,199.7656,12.2,4.88,0.11,0.51,1.58,886.7,919.8,957.8,879.9998278829605,883.6011474469306,889.4679288582904,1.3,-26.24,9.28,9.76,0.092,0.08,0.09,210.0,1.1,1.14,5939.0,1.440456,0.17,3.3,11.9,592.0,18.7111,6.225,-32.3,6.6036,1.0,0.0,0.892,2.093,-2.33,4.45,-0.72,0.16,0.16,0.0,0.0
