,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
3704,Hot,Jovian,gas,metals-rich,non-habitable,187.866,187.866,187.866,146.25,11.7,0.09,1.07,3.53,943.2,943.2,943.2,879.9998278829605,883.6011474469306,889.4679288582904,13.3,-28.25,22.38,3.72,0.0439,0.0,0.04,0.0,0.82,0.81,4980.0,0.362057,0.13,11.2,11.9,125.0,3.1581,30.6736,-32.4,9.845,1.0,0.0,0.47200000000000003,1.141,-2.28,8.52,0.5,0.1,0.08,0.0,0.0
3705,Hot,Jovian,gas,metals-rich,non-habitable,6872.912,6872.913,6872.914,446.39,19.44,0.06,1.18,4.79,2319.7,2319.7,2319.7,879.9998278829605,883.6011474469306,889.4679288582904,27.1,-33.29,37.62,1.09,0.0229,0.0,0.02,0.0,1.35,1.6,6300.0,3.6136739999999996,0.3,1.7,11.7,427.0,6.5092,29.6722,-36.4,37.8467,1.0,0.0,1.382,3.219,-2.48,15.01,0.19,0.06,0.05,0.0,0.0
3706,Hot,Jovian,gas,metals-rich,non-habitable,497.5607,497.5607,497.5609,154.2,15.29,0.04,0.66,3.18,1203.3,1203.3,1203.3,879.9998278829605,883.6011474469306,889.4679288582904,6.7,-29.9,29.37,4.35,0.0538,0.0,0.05,0.0,1.1,1.18,5826.0,1.439624,0.0,4.18801899007337,10.4,156.0,9.3403,33.8825,-33.5,11.7533,1.0,0.0,0.898,2.113,-2.39,12.07,0.04,0.08,0.06,0.0,0.0
3707,Hot,Jovian,gas,hydrogen-rich,non-habitable,1756.735,2083.437,2489.939,2334.0,14.35,0.79,11.34,12.75,1649.4,1718.8,1799.7,879.9998278829605,883.6011474469306,889.4679288582904,1844.6,-31.33,27.53,2.24,0.036000000000000004,0.09,0.04,252.9,1.21,1.31,6475.0,2.689895,0.0,0.75,9.8,160.0,14.5517,21.8947,-35.1,19.5006,1.0,0.0,1.18,2.74,-2.47,13.11,4.21,0.07,0.06,0.0,0.0
3708,Hot,Jovian,gas,metals-rich,non-habitable,1238.26,1238.26,1238.26,172.32,15.99,0.04,0.67,3.28,1511.3,1511.3,1511.3,879.9998278829605,883.6011474469306,889.4679288582904,7.3,-30.99,30.76,3.75,0.0499,0.0,0.05,0.0,1.18,1.48,6300.0,3.08328,-0.17,3.9,10.9,308.0,13.9286,-32.1597,-34.5,15.8241,1.0,0.0,1.2770000000000001,2.9730000000000003,-2.45,12.6,-0.1,0.07,0.06,0.0,0.0
3709,Hot,Jovian,gas,hydrogen-rich,non-habitable,429.8133,429.8133,429.8134,271.84,11.29,0.19,2.13,4.91,1160.0,1160.0,1160.0,879.9998278829605,883.6011474469306,889.4679288582904,51.4,-29.08,21.58,3.12,0.0421,0.0,0.04,0.0,1.02,0.95,5550.0,0.7618050000000001,0.01,2.3,11.3,614.4452976190478,14.3122,-20.2756,-33.3,11.9967,1.0,0.0,0.664,1.574,-2.37,7.51,1.06,0.11,0.08,0.0,0.0
3710,Hot,Jovian,gas,metals-rich,non-habitable,1192.191,1260.348,1333.484,154.52,22.3,0.01,0.31,2.63,1497.0,1517.8,1539.5,879.9998278829605,883.6011474469306,889.4679288582904,2.2,-31.74,43.41,3.74,0.0515,0.03,0.05,277.4,1.2,1.38,6650.0,3.341447,-0.19,3.0,11.6,614.4452976190478,15.9975,-28.0617,-34.5,14.3229,1.0,0.0,1.3019999999999998,3.016,-2.46,19.16,-0.42,0.05,0.04,0.0,0.0
3711,Hot,Jovian,gas,hydrogen-rich,non-habitable,5340.451,5435.019,5531.738,3316.11,13.05,1.49,19.48,15.94,2177.9,2187.5,2197.2,879.9998278829605,883.6011474469306,889.4679288582904,4950.3,-32.16,24.99,0.94,0.0205,0.01,0.02,269.0,1.24,1.23,6400.0,2.277298,0.0,0.63,9.3,100.0,1.6236,-45.6778,-36.1,32.4552,1.0,0.0,1.091,2.536,-2.48,13.35,4.86,0.06,0.07,1.0,0.0
3712,Hot,Jovian,gas,metals-rich,non-habitable,3140.082,3169.056,3198.38,354.19,15.62,0.09,1.45,4.76,1907.1,1911.5,1915.9,879.9998278829605,883.6011474469306,889.4679288582904,32.9,-31.97,30.03,0.79,0.0162,0.0,0.02,3.0,0.9,1.0,5500.0,0.827576,0.02,11.5,12.3,614.4452976190478,9.8944,-45.6592,-35.5,33.5886,1.0,0.0,0.6940000000000001,1.6480000000000001,-2.42,11.49,0.38,0.08,0.06,0.0,0.0
3713,Hot,Jovian,gas,metals-rich,non-habitable,604.6437,604.6438,604.6439,99.52,16.34,0.02,0.37,2.47,1263.3,1263.3,1263.3,879.9998278829605,883.6011474469306,889.4679288582904,2.3,-30.26,31.45,4.9,0.06,0.0,0.06,0.0,1.2,1.39,5950.0,2.1788950000000002,-0.009000000000000001,7.0,10.7,210.0,0.344,-23.9357,-33.7,12.3815,1.0,0.0,1.0959999999999999,2.572,-2.4,14.09,-0.39,0.07,0.06,0.0,0.0
3714,Hot,Jovian,gas,metals-rich,non-habitable,421.8973,421.8974,421.8975,95.38,13.55,0.04,0.52,2.65,1154.6,1154.6,1154.6,879.9998278829605,883.6011474469306,889.4679288582904,3.7,-29.46,25.98,4.32,0.052000000000000005,0.0,0.05,0.0,1.01,1.06,5800.0,1.140811,-0.4,4.18801899007337,11.6,230.0,23.1661,18.3961,-33.3,10.8796,1.0,0.0,0.8009999999999999,1.885,-2.38,11.19,-0.22,0.08,0.07,0.0,0.0
3715,Hot,Jovian,gas,metals-rich,non-habitable,672.7067,672.7067,672.7069,196.17,13.43,0.08,1.09,3.82,1297.5,1297.5,1297.5,879.9998278829605,883.6011474469306,889.4679288582904,15.9,-29.94,25.74,3.53,0.047,0.0,0.05,0.0,1.1,1.13,6000.0,1.484745,-0.05,4.18801899007337,12.0,300.0,3.5211,-23.8197,-33.8,12.845,1.0,0.0,0.902,2.114,-2.41,9.87,0.32,0.09,0.07,0.0,0.0
3716,Hot,Jovian,gas,hydrogen-rich,non-habitable,231.6554,261.7594,296.9343,281.06,10.77,0.22,2.42,5.11,993.9,1024.0,1057.6,879.9998278829605,883.6011474469306,889.4679288582904,63.2,-28.44,20.59,2.94,0.0376,0.06,0.04,0.0,0.78,0.77,5150.0,0.36935300000000004,-0.06014540337711069,4.18801899007337,12.7,614.4452976190478,6.7419,-42.7619,-32.8,10.8798,1.0,0.0,0.473,1.136,-2.31,7.0,1.35,0.12,0.09,0.0,0.0
3717,Hot,Jovian,gas,metals-rich,non-habitable,1206.085,1206.085,1206.086,340.51,14.56,0.11,1.61,4.84,1501.4,1501.4,1501.4,879.9998278829605,883.6011474469306,889.4679288582904,37.6,-30.76,27.95,2.34,0.0365,0.0,0.04,0.0,1.13,1.15,6075.0,1.607688,0.07,1.6,11.3,332.5,15.1478,2.3433,-34.5,16.8023,1.0,0.0,0.935,2.186,-2.44,10.5,0.68,0.08,0.06,0.0,0.0
3718,Hot,Jovian,gas,metals-rich,non-habitable,393.9596,393.9596,393.9597,184.41,14.11,0.07,0.93,3.61,1135.0,1135.0,1135.0,879.9998278829605,883.6011474469306,889.4679288582904,12.1,-29.47,27.07,3.76,0.0474,0.0,0.05,0.0,1.0,0.95,5750.0,0.885133,-0.05,4.18801899007337,11.9,169.0,13.0239,-27.5222,-33.2,10.6963,1.0,0.0,0.7070000000000001,1.6669999999999998,-2.37,10.63,0.34,0.08,0.07,0.0,0.0
3719,Hot,Jovian,gas,metals-rich,non-habitable,1271.483,1271.483,1271.484,326.84,14.35,0.11,1.59,4.77,1521.3,1521.3,1521.3,879.9998278829605,883.6011474469306,889.4679288582904,36.2,-30.78,27.53,2.76,0.0398,0.0,0.04,0.0,1.12,1.34,5950.0,2.019144,-0.02,6.0,11.3,250.0,0.3069,-15.2672,-34.5,17.9937,1.0,0.0,1.055,2.476,-2.43,10.32,0.64,0.09,0.06,0.0,0.0
3720,Hot,Jovian,gas,metals-rich,non-habitable,703.0079,769.9532,845.0991,288.37,13.59,0.12,1.56,4.61,1311.9,1341.5,1373.6,879.9998278829605,883.6011474469306,889.4679288582904,33.2,-30.12,26.04,3.41,0.0447,0.05,0.04,0.0,1.02,1.09,6150.0,1.5361200000000002,-0.29,5.0,12.0,410.0,23.5744,-1.58,-34.0,13.0879,1.0,0.0,0.909,2.124,-2.42,9.67,0.7,0.09,0.07,0.0,0.0
3721,Hot,Jovian,gas,metals-rich,non-habitable,153.8514,163.2896,173.4681,77.23,9.42,0.09,0.87,2.86,897.3,910.6,924.6,879.9998278829605,883.6011474469306,889.4679288582904,7.1,-27.63,17.98,3.92,0.0457,0.03,0.05,0.0,0.82,0.85,4800.0,0.340875,0.11,15.0,11.3,80.0,23.8586,-39.9067,-32.3,9.882,1.0,0.0,0.461,1.125,-2.25,7.05,0.1,0.12,0.1,0.0,0.0
3722,Hot,Jovian,gas,metals-rich,non-habitable,939.9123,939.9124,939.9126,151.98,17.21,0.03,0.51,2.97,1410.6,1410.6,1410.6,879.9998278829605,883.6011474469306,889.4679288582904,4.5,-30.85,33.18,3.41,0.0466,0.0,0.05,0.0,1.16,1.24,6200.0,2.038449,-0.19,4.18801899007337,11.7,400.0,11.2958,-19.0547,-34.2,14.2262,1.0,0.0,1.044,2.437,-2.43,14.05,-0.2,0.07,0.05,0.0,0.0
3723,Hot,Jovian,gas,hydrogen-rich,non-habitable,951.426,986.1277,1022.445,1144.58,13.22,0.5,6.55,9.31,1414.9,1427.6,1440.6,879.9998278829605,883.6011474469306,889.4679288582904,567.5,-30.33,25.32,2.72,0.0394,0.02,0.04,160.0,1.1,1.11,6100.0,1.530577,-0.13,4.18801899007337,11.3,614.4452976190478,0.2642,1.2006,-34.3,15.0594,1.0,0.0,0.91,2.129,-2.43,9.9,3.03,0.09,0.07,0.0,0.0
3724,Hot,Jovian,gas,metals-rich,non-habitable,8573.339,8573.34,8573.342,667.67,17.95,0.12,2.07,6.1,2451.5,2451.5,2451.5,879.9998278829605,883.6011474469306,889.4679288582904,77.0,-33.35,34.64,1.22,0.0256,0.0,0.03,0.0,1.5,1.44,7400.0,5.609849,0.1,4.18801899007337,8.3,116.0,2.4475,37.5506,-36.6,30.44,1.0,0.0,1.642,3.785,-2.51,13.74,0.65,0.07,0.05,0.0,0.0
3725,Hot,Jovian,gas,metals-rich,non-habitable,276.8942,298.5426,322.361,187.58,13.66,0.07,1.0,3.71,1039.3,1058.7,1079.5,879.9998278829605,883.6011474469306,889.4679288582904,13.8,-29.1,26.19,4.32,0.0524,0.04,0.05,319.8,1.01,0.93,5700.0,0.819134,-0.02,4.18801899007337,10.4,120.0,11.0267,-23.8606,-32.9,9.4759,1.0,0.0,0.682,1.611,-2.36,10.16,0.47,0.09,0.07,0.0,0.0
3726,Hot,Jovian,gas,metals-rich,non-habitable,715.2823,715.2823,715.2824,228.92,14.78,0.07,1.05,3.93,1317.5,1317.5,1317.5,879.9998278829605,883.6011474469306,889.4679288582904,16.2,-30.22,28.38,3.16,0.0432,0.0,0.04,0.0,1.07,1.4982379558158103,5481.50649867374,1.333035,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,5.0721,-6.2298,-33.9,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,-2.4,11.03,0.37,0.08,0.06,0.0,0.0
3727,Hot,Jovian,gas,hydrogen-rich,non-habitable,1386.086,1386.086,1386.086,724.59,14.21,0.25,3.59,7.14,1554.5,1554.5,1554.5,879.9998278829605,883.6011474469306,889.4679288582904,182.9,-30.86,27.27,1.54,0.0262,0.0,0.03,0.0,1.02,0.94,5881.0,0.9543719999999999,-0.31,3.0,12.7,450.0,8.7719,-8.0269,-34.6,19.242,1.0,0.0,0.7290000000000001,1.712,-2.43,10.28,1.77,0.09,0.06,0.0,0.0
3728,Hot,Jovian,gas,hydrogen-rich,non-habitable,514.7681,514.7681,514.7682,572.29,12.99,0.26,3.39,6.64,1213.5,1213.5,1213.5,879.9998278829605,883.6011474469306,889.4679288582904,149.4,-29.58,24.88,3.58,0.0434,0.0,0.04,0.0,0.85,0.98,5800.0,0.96915,-0.4,11.0,12.7,338.0,14.7964,1.065,-33.5,12.0216,1.0,0.0,0.738,1.7369999999999999,-2.39,9.0,1.95,0.1,0.07,0.0,0.0
3729,Hot,Jovian,gas,hydrogen-rich,non-habitable,393.7466,419.634,447.6987,862.25,12.08,0.49,5.9,8.45,1134.9,1152.9,1171.9,879.9998278829605,883.6011474469306,889.4679288582904,421.3,-29.2,23.12,6.87,0.0755,0.03,0.08,341.0,1.22,1.36,6150.0,2.391419,-0.12,5.0,9.4,110.0,16.2639,10.0325,-33.3,9.6499,1.0,0.0,1.135,2.65,-2.4,8.43,3.08,0.1,0.08,0.0,0.0
3730,Hot,Jovian,gas,metals-rich,non-habitable,258.725,258.725,258.725,89.02,14.22,0.03,0.44,2.5,1021.8,1021.8,1021.8,879.9998278829605,883.6011474469306,889.4679288582904,2.8,-29.03,27.29,4.06,0.0486,0.0,0.05,0.0,0.93,0.9,5400.0,0.6110979999999999,-0.12,4.18801899007337,12.1,230.0,14.4883,-3.4444,-32.8,9.826,1.0,0.0,0.6,1.429,-2.33,12.07,-0.22,0.08,0.07,0.0,0.0
3731,Hot,Jovian,gas,metals-rich,non-habitable,479.4188,504.8304,531.9622,298.86,13.22,0.13,1.71,4.76,1192.1,1207.5,1223.5,879.9998278829605,883.6011474469306,889.4679288582904,38.7,-29.6,25.32,3.05,0.04,0.03,0.04,0.0,0.95,1.01,5450.0,0.8074560000000001,-0.08,4.18801899007337,11.6,180.0,12.7079,-30.6399,-33.5,13.4918,2.0,1.0,0.687,1.635,-2.37,9.3,0.92,0.09,0.07,0.0,0.0
3732,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.4212907,0.7378746,1.414952,1011.05,11.59,0.65,7.53,9.34,205.3,232.2,277.9,879.9998278829605,883.6011474469306,889.4679288582904,656.9,-22.24,22.16,421.0,1.07,0.29,1.02,353.0,0.95,1.01,5450.0,0.8074560000000001,-0.08,4.18801899007337,11.6,180.0,12.7079,-30.6399,-26.4,0.5263,2.0,1.0,0.687,1.635,-0.17,8.14,9.96,0.07,0.41,0.0,0.0
3733,Hot,Jovian,gas,hydrogen-rich,non-habitable,30.26502,34.06522,38.4833,158.97,12.1,0.09,1.09,3.63,597.6,615.1,634.5,879.9998278829605,883.6011474469306,889.4679288582904,14.3,-26.46,23.14,4.98,0.0458,0.06,0.05,167.0,0.52,1.4982379558158103,5481.50649867374,0.071328,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,12.8654,-42.0736,-30.6,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,-2.14,8.81,1.09,0.1,0.1,0.0,0.0
3734,Hot,Jovian,gas,hydrogen-rich,non-habitable,710.4818,715.4656,720.4959,652.41,11.6,0.42,4.85,7.5,1315.3,1317.6,1319.9,879.9998278829605,883.6011474469306,889.4679288582904,272.5,-29.69,22.19,0.81,0.0153,0.0,0.02,328.0,0.72,0.67,4520.0,0.166608,-0.01,0.4,12.4,614.4452976190478,10.3272,-9.8064,-33.9,23.4569,1.0,0.0,0.326,0.805,-2.3,7.76,2.26,0.11,0.08,0.0,0.0
3735,Hot,Jovian,gas,metals-rich,non-habitable,547.5562,547.5563,547.5563,282.65,12.77,0.14,1.73,4.71,1232.4,1232.4,1232.4,879.9998278829605,883.6011474469306,889.4679288582904,38.4,-29.61,24.45,2.42,0.0347,0.0,0.03,0.0,0.95,0.93,5410.0,0.6604479999999999,0.06,0.9,12.9,614.4452976190478,0.2603,-11.9381,-33.6,14.2612,1.0,0.0,0.623,1.484,-2.37,8.9,0.86,0.1,0.07,0.0,0.0
3736,Hot,Jovian,gas,hydrogen-rich,non-habitable,340.2815,340.2815,340.2816,320.17,12.99,0.15,1.9,4.96,1094.2,1094.2,1094.2,879.9998278829605,883.6011474469306,889.4679288582904,46.7,-29.13,24.88,3.13,0.0405,0.0,0.04,0.0,0.91,0.94,5140.0,0.55925,0.36,1.4,12.0,614.4452976190478,0.3492,-35.9983,-33.1,12.4469,1.0,0.0,0.5820000000000001,1.399,-2.32,9.05,1.17,0.1,0.07,0.0,0.0
3737,Hot,Jovian,gas,hydrogen-rich,non-habitable,1255.888,1255.888,1255.888,667.99,14.67,0.21,3.1,6.75,1516.6,1516.6,1516.6,879.9998278829605,883.6011474469306,889.4679288582904,141.3,-30.82,28.16,1.43,0.0245,0.0,0.02,0.0,0.96,0.92,5620.0,0.752617,-0.37,1.4,12.9,614.4452976190478,21.2492,-55.8717,-34.5,20.065,1.0,0.0,0.657,1.555,-2.41,10.65,1.62,0.08,0.06,0.0,0.0
3738,Hot,Jovian,gas,hydrogen-rich,non-habitable,377.5259,379.6434,381.7769,359.27,13.1,0.16,2.09,5.24,1123.0,1124.6,1126.2,879.9998278829605,883.6011474469306,889.4679288582904,57.4,-29.27,25.1,4.16,0.052000000000000005,0.0,0.05,51.0,1.11,1.16,5400.0,1.0265520000000001,0.18,4.18801899007337,11.9,200.0,22.0803,-12.0189,-33.2,11.9096,4.0,1.0,0.777,1.8519999999999999,-2.35,9.1,1.29,0.1,0.07,0.0,0.0
3739,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.3152233,0.5378637,0.9960419,416.5,10.72,0.34,3.62,6.23,190.9,214.9,254.5,879.9998278829605,883.6011474469306,889.4679288582904,140.8,-21.72,20.48,596.0,1.41,0.28,1.35,138.0,1.11,1.16,5400.0,1.0265520000000001,0.18,4.18801899007337,11.9,200.0,22.0803,-12.0189,-26.1,0.4567,4.0,1.0,0.777,1.8519999999999999,0.2,6.83,6.39,0.1,0.42,0.0,0.0
3740,Hot,Neptunian,gas,metals-rich,non-habitable,130.7253,132.5642,134.4364,13.61,3.71,0.27,0.99,1.92,861.5,864.5,867.5,879.9998278829605,883.6011474469306,889.4679288582904,3.6,-25.36,7.05,9.03,0.08800000000000001,0.01,0.09,76.0,1.11,1.16,5400.0,1.0265520000000001,0.18,4.18801899007337,11.9,200.0,22.0803,-12.0189,-32.1,7.0294,4.0,1.0,0.777,1.8519999999999999,-2.28,2.37,-0.47,0.23,0.19,0.0,0.0
3741,Hot,Superterran,rocky-iron,metals-rich,non-habitable,3233.158,3431.501,3645.4,9.22,1.87,1.41,2.64,2.22,1921.1,1949.6,1979.6,1966.1,1994.6,2024.6,13.0,-27.42,3.56,0.79,0.0173,0.03,0.02,81.0,1.11,1.16,5400.0,1.0265520000000001,0.18,4.18801899007337,11.9,200.0,22.0803,-12.0189,-35.6,36.356,4.0,1.0,0.777,1.8519999999999999,-2.41,-0.27,-0.76,0.28,0.26,0.0,0.0
3742,Hot,Jovian,gas,metals-rich,non-habitable,2982.27,2982.271,2982.271,311.58,18.7,0.05,0.89,4.08,1882.7,1882.7,1882.7,879.9998278829605,883.6011474469306,889.4679288582904,14.8,-32.29,36.14,2.14,0.0344,0.0,0.03,0.0,1.19,1.75,5990.0,3.5373120000000005,-0.12,4.18801899007337,11.1,614.4452976190478,19.4108,55.4731,-35.5,27.3376,1.0,0.0,1.393,3.266,-2.45,14.49,0.09,0.06,0.05,0.0,0.0
3743,Hot,Jovian,gas,metals-rich,non-habitable,527.5604,527.5604,527.5606,120.18,12.49,0.06,0.77,3.1,1221.0,1221.0,1221.0,879.9998278829605,883.6011474469306,889.4679288582904,7.4,-29.52,23.9,2.78,0.0378,0.0,0.04,0.0,0.93,1.4982379558158103,5481.50649867374,0.753799,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,6.0726,-16.9653,-33.6,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,-2.38,9.62,-0.01,0.09,0.07,0.0,0.0
3744,Hot,Jovian,gas,hydrogen-rich,non-habitable,645.5616,657.2547,669.2199,456.88,12.75,0.22,2.81,5.99,1284.2,1289.9,1295.8,879.9998278829605,883.6011474469306,889.4679288582904,100.8,-29.81,24.41,1.96,0.0291,0.01,0.03,44.0,0.86,0.85,5400.0,0.5576949999999999,-0.12,8.1,11.6,230.0,2.9125,-10.8981,-33.8,15.6913,1.0,0.0,0.573,1.365,-2.37,8.73,1.49,0.1,0.07,0.0,0.0
3745,Hot,Jovian,gas,metals-rich,non-habitable,473.0273,473.0273,473.0274,146.25,14.22,0.05,0.72,3.21,1188.1,1188.1,1188.1,879.9998278829605,883.6011474469306,889.4679288582904,7.4,-29.69,27.29,1.75,0.0272,0.0,0.03,0.0,0.87,0.79,5000.0,0.349965,0.03,0.4,12.0,140.0,23.2331,8.7614,-33.4,15.5255,1.0,0.0,0.46299999999999997,1.12,-2.33,11.08,0.07,0.08,0.07,0.0,0.0
3746,Hot,Jovian,gas,hydrogen-rich,non-habitable,204.451,204.451,204.4511,677.85,12.03,0.39,4.68,7.51,963.4,963.4,963.4,879.9998278829605,883.6011474469306,889.4679288582904,264.0,-28.4,23.01,3.31,0.040999999999999995,0.0,0.04,0.0,0.84,0.8,4953.0,0.34385,0.22,4.18801899007337,12.249795918367347,235.0,2.1273,-20.6619,-32.5,10.384,2.0,0.0,0.46,1.115,-2.28,8.18,2.95,0.1,0.08,0.0,0.0
3747,Cold,Jovian,gas,hydrogen-rich,non-habitable,0.007327898,0.04467504,0.9290592,5198.32,11.19,3.71,41.54,21.56,74.5,95.5,250.1,879.9998278829605,883.6011474469306,889.4679288582904,19302.3,-19.72,21.38,2840.0,3.73,0.84,2.04,198.6,0.84,0.8,4953.0,0.34385,0.22,4.18801899007337,12.249795918367347,235.0,2.1273,-20.6619,-24.0,0.2083,2.0,0.0,0.46,1.115,10.35,13.9,33.93,0.03,0.1,0.0,0.0
3748,Hot,Jovian,gas,metals-rich,non-habitable,             ,             ,             ,190.76,15.68,0.05,0.78,3.49,754.328616269945,765.3643735286424,787.0141511901649,879.9998278829605,883.6011474469306,889.4679288582904,9.4,-23.631825334382377,30.14,3.7,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,1.4982379558158103,5481.50649867374,4.748896123665712,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,13.697000000000001,-0.1281,-30.396547214229663,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,120.02285377975412,12.13,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0
3749,Hot,Jovian,gas,metals-rich,non-habitable,391.1522,391.1523,391.1523,181.23,14.56,0.06,0.85,3.53,1133.0,1133.0,1133.0,879.9998278829605,883.6011474469306,889.4679288582904,10.6,-29.53,27.95,4.47,0.0533,0.0,0.05,0.0,1.01,1.01,5900.0,1.111221,-0.2,3.0,11.8,330.0,13.5839,-17.5036,-33.2,10.1216,1.0,0.0,0.785,1.844,-2.38,11.1,0.3,0.08,0.06,0.0,0.0
3750,Hot,Jovian,gas,metals-rich,non-habitable,             ,             ,             ,190.76,13.44,0.08,1.06,3.77,754.328616269945,765.3643735286424,787.0141511901649,879.9998278829605,883.6011474469306,889.4679288582904,15.0,-23.631825334382377,25.76,4.6,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,1.4982379558158103,5481.50649867374,4.748896123665712,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,12.2244,23.0556,-30.396547214229663,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,120.02285377975412,9.92,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0
3751,Hot,Jovian,gas,metals-rich,non-habitable,             ,             ,             ,254.35,12.32,0.14,1.68,4.54,754.328616269945,765.3643735286424,787.0141511901649,879.9998278829605,883.6011474469306,889.4679288582904,34.6,-23.631825334382377,23.58,2.8,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,1.4982379558158103,5940.0,4.748896123665712,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,14.9213,-2.0576,-30.396547214229663,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,120.02285377975412,8.55,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0
3752,Hot,Jovian,gas,metals-rich,non-habitable,441.619,441.6191,441.6192,282.97,15.34,0.08,1.2,4.29,1167.9,1167.9,1167.9,879.9998278829605,883.6011474469306,889.4679288582904,22.2,-29.78,29.48,5.02,0.0561,0.0,0.06,0.0,0.94,1.17,5800.0,1.389868,-0.45,3.2,11.7,300.0,18.3133,45.1719,-33.4,11.1318,1.0,0.0,0.884,2.08,-2.38,11.37,0.7,0.08,0.06,0.0,0.0
3753,Hot,Jovian,gas,hydrogen-rich,non-habitable,32.60479,32.60479,32.6048,222.56,10.08,0.22,2.19,4.7,608.8,608.8,608.8,879.9998278829605,883.6011474469306,889.4679288582904,48.4,-26.02,19.25,7.9,0.0695,0.0,0.07,0.0,0.72,0.61,4650.0,0.15762400000000001,-0.15,0.5,13.0,125.0,23.3083,24.8892,-30.5,4.6997,1.0,0.0,0.316,0.775,-2.07,6.47,1.95,0.12,0.12,0.0,0.0
3754,Hot,Jovian,gas,metals-rich,non-habitable,502.0166,502.0166,502.0167,158.97,10.08,0.16,1.56,3.97,1205.9,1205.9,1205.9,879.9998278829605,883.6011474469306,889.4679288582904,24.7,-29.0,19.25,4.3,0.0531,0.0,0.05,0.0,1.08,1.14,5900.0,1.412888,-0.04,3.6,12.2,400.0,23.7778,31.1558,-33.5,11.4708,1.0,0.0,0.885,2.08,-2.39,6.77,0.48,0.12,0.09,0.0,0.0
3755,Hot,Jovian,gas,hydrogen-rich,non-habitable,958.4321,958.4321,958.4324,654.96,13.89,0.24,3.4,6.87,1417.5,1417.5,1417.5,879.9998278829605,883.6011474469306,889.4679288582904,160.1,-30.4,26.63,3.86,0.0514,0.0,0.05,0.0,1.22,1.36,6250.0,2.53214,-0.1,4.18801899007337,12.5,480.0,5.02,-26.0542,-34.2,14.1363,1.0,0.0,1.16,2.705,-2.44,9.91,1.8,0.09,0.07,0.0,0.0
3756,Hot,Jovian,gas,metals-rich,non-habitable,688.8042,688.8043,688.8043,181.23,15.57,0.05,0.75,3.41,1305.2,1305.2,1305.2,879.9998278829605,883.6011474469306,889.4679288582904,8.7,-30.29,29.92,4.41,0.0567,0.0,0.06,0.0,1.25,1.28,6230.0,2.21443,0.04,4.18801899007337,10.3,160.0,5.8094,-63.9883,-33.9,12.0528,1.0,0.0,1.0859999999999999,2.5340000000000003,-2.42,12.1,0.1,0.07,0.06,0.0,0.0
3757,Hot,Jovian,gas,metals-rich,non-habitable,913.1743,913.1744,913.1746,120.82,16.02,0.03,0.47,2.75,1400.5,1400.5,1400.5,879.9998278829605,883.6011474469306,889.4679288582904,3.6,-30.66,30.81,4.38,0.0574,0.0,0.06,0.0,1.32,1.88,5550.0,3.00869,0.08,4.18801899007337,11.2,330.0,6.2892,-38.3233,-34.2,17.5226,1.0,0.0,1.319,3.1289999999999996,-2.39,13.29,-0.31,0.07,0.06,0.0,0.0
